bairro,fisica,cidade,nacionalidade,est_civil,dt_nasc,uf,sexo,pep,desc_perfil,profissao,salario,cedido,regime,idade,profissao_cod,cluster
SENADOR CAMARA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1955-01-08,RJ,MASCULINO,Não,,Art De Carp E Marcenaria,2050.44,Não,Mensalista,70.0,308,3
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1963-06-06,RJ,FEMININO,Não,,Servente,1797.24,Não,Mensalista,62.0,1116,2
SENADOR CAMARA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1971-03-11,RJ,FEMININO,Não,,Merendeira,700.02,Não,Mensalista,54.0,812,0
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1956-05-08,RJ,FEMININO,Não,,Auxiliar De Enfermagem,2546.89,Não,Mensalista,69.0,608,3
SENADOR VASCONCELOS,F,RIO DE JANEIRO,Brasileira,Casada,1964-01-18,RJ,FEMININO,Não,,Professor Ii,2189.61,Não,Mensalista,61.0,1048,2
COPACABANA,F,RIO DE JANEIRO,Brasileira,Divorciado,1947-07-01,RJ,FEMININO,Não,,Prof Ii,5147.4,Não,Mensalista,78.0,930,2
IRAJA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1941-05-24,RJ,FEMININO,Não,,Prof I - Ligua Portuguesa,6631.13,Não,Mensalista,84.0,908,2
IRAJA,F,RIO DE JANEIRO,Brasileira,Casada,1941-05-24,RJ,FEMININO,Não,,Especialista De Educação,6631.13,Não,Mensalista,84.0,751,2
VILA VALQUEIRE,F,RIO DE JANEIRO,BRASILEIRA,Casada,1962-06-21,RJ,FEMININO,Não,,Professor Ii,6414.07,Não,Mensalista,63.0,1048,2
HELIOPOLIS,F,CURITIBA,Brasileira,Casado,1955-05-04,PR,MASCULINO,Não,,Servente(Sms),1836.57,Não,Mensalista,70.0,1121,2
PADRE MIGUEL,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1958-08-13,RJ,FEMININO,Não,,Aposentada,1976.06,Não,Mensalista,67.0,294,3
IRAJA,F,RIO DE JANEIRO,Brasileira,Solteiro,1941-01-22,RJ,FEMININO,Não,,Merendeira,1095.2,Não,Mensalista,84.0,812,2
CARAMUJO,F,RIO DE JANEIRO,Brasileira,Viúvo,1948-09-21,RJ,FEMININO,Não,,Servente,2024.38,Não,Mensalista,77.0,1116,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1944-07-14,RJ,FEMININO,Não,,Servente,1022.2,Não,Mensalista,81.0,1116,2
CIDADE DE DEUS,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1960-11-10,RJ,MASCULINO,Não,,Trabalhador,2340.64,Não,Mensalista,65.0,1202,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1954-05-12,RJ,MASCULINO,Não,,Agente De Saude,4311.84,Não,Mensalista,71.0,252,3
FREGUESIA,F,RIO DE JANEIRO,Brasileira,Casado,1957-01-06,RJ,FEMININO,Não,,Ass. Admin.,6109.48,Não,Mensalista,68.0,398,3
IPIRANGA,F,NOVA IGUAÇU,BRASILEIRA,Solteira,1952-05-18,RJ,FEMININO,Não,,Professor Ii,8622.39,Não,Mensalista,73.0,1048,1
IPIRANGA,F,NOVA IGUAÇU,Brasileira,Solteira,1952-05-18,RJ,FEMININO,Não,,Professor Ii,8622.39,Não,Mensalista,73.0,1048,1
PEDRA DE GUARATIBA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1967-01-14,RJ,FEMININO,Não,,Ag De Educação Infantil,1231.04,Não,Mensalista,58.0,55,3
ROCINHA,F,RIO DE JANEIRO,Brasileira,Solteiro,1966-08-25,RJ,FEMININO,Não,,Ag. De Comun.,2481.62,Não,Mensalista,59.0,117,3
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Casado,1936-01-29,RJ,FEMININO,Não,,Aux. De Enfermagem,1357.4,Não,Mensalista,89.0,525,3
AMENDOEIRA,F,SÃO GONÇALO,Brasileira,Casada,1962-11-22,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,3529.38,Não,Mensalista,63.0,474,3
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Separado judicialmente,1963-04-23,RJ,FEMININO,Não,,Agente Comunitário Nivel I,3695.94,Não,Mensalista,62.0,207,3
INHOAIBA,F,RIO DE JANEIRO,Brasileira,Solteira,1963-01-08,RJ,FEMININO,Não,,Merendeira,1610.58,Não,Mensalista,62.0,812,2
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Casada,1960-10-03,RJ,FEMININO,Não,,Merendeira,1191.42,Não,Mensalista,65.0,812,2
CAMORIM,F,RIO DE JANEIRO,Brasileira,Solteira,1937-11-26,RJ,FEMININO,Não,,Professor Ii,1024.7,Não,Mensalista,88.0,1048,2
ENCANTADO,F,RIO DE JANEIRO,Brasileira,Não informado,1949-05-31,RJ,FEMININO,Não,,Auxiliar Operacional,2277.74,Não,Mensalista,76.0,645,3
MADUREIRA,F,RIO DE JANEIRO,Brasileira,Casado,1955-07-20,RJ,FEMININO,Não,,Ass. Administrativo,8350.08,Não,Mensalista,70.0,400,3
CUBANGO,F,NITEROI,Brasileira,Não informado,1951-07-19,RJ,FEMININO,Não,,Bibliotecaria,3533.04,Não,Mensalista,74.0,650,3
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1977-01-13,RJ,FEMININO,Não,,Guarda Municipal,3158.03,Não,Mensalista,48.0,776,0
GUARATIBA,F,RIO DE JANEIRO,Brasileira,Divorciado,1963-07-25,RJ,MASCULINO,Não,,Ag Aux De Administraçao,6149.39,Não,Mensalista,62.0,25,3
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1955-02-28,RJ,MASCULINO,Não,,Motorista,3831.2,Não,Mensalista,70.0,827,2
IRAJA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1986-07-17,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Assistente Técnico Administrat,6865.22,Não,Mensalista,39.0,437,0
SANTO CRISTO,F,RIO DE JANEIRO,Brasileira,Casado,1940-09-25,RJ,MASCULINO,Não,,Ag. De Documento Medico,1944.48,Não,Mensalista,85.0,125,3
PAULINE,F,BELFORD ROXO,BRASILEIRA,Solteiro,1961-12-14,RJ,MASCULINO,Não,,Servente,2823.79,Não,Mensalista,64.0,1116,2
OLINDA,F,NILOPOLIS,BRASILEIRA,Casado,1956-07-12,RJ,MASCULINO,Não,,Ag. Auxiliar De Administraçao,8684.71,Não,Mensalista,69.0,87,3
BANGU,F,RIO DE JANEIRO,Brasileira,Solteiro,1959-12-16,RJ,FEMININO,Não,,Aux. De Enfermagem,1237.4,Não,Mensalista,66.0,525,3
LEOPOLDINA,F,RIO DE JANEIRO,Brasileira,Divorciado,1956-09-18,RJ,FEMININO,Não,,Aux. De Enfermagem,2236.46,Não,Mensalista,69.0,525,3
PARQUE ANDREIA,F,RIO BONITO,BRASILEIRA,Casado,1982-03-25,RJ,MASCULINO,Não,Risco PLD/FT Baixo,3º Sargento Pm,9324.19,Não,Mensalista,43.0,11,0
BARRETO,F,SAO GONCALO,Brasileira,Divorciado,1941-07-26,RJ,FEMININO,Não,,Pensionista,5079.72,Não,Mensalista,84.0,863,2
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,União Estável,1972-09-01,RJ,FEMININO,Não,,Merendeira,1082.36,Não,Mensalista,53.0,812,0
URCA,F,RIO DE JANEIRO,Brasileira,Divorciado,1950-09-23,RJ,MASCULINO,Não,,Motorista,3239.5,Não,Mensalista,75.0,827,2
SÃO CRISTOVÃO,F,RIO DE JANEIRO,Brasileira,Casado,1959-02-16,RJ,MASCULINO,Não,,Trabalhador,1610.07,Não,Mensalista,66.0,1202,2
JACAREPAGUA,F,RIO DE JANEIRO,Brasileira,Não informado,1964-01-29,RJ,MASCULINO,Não,,Auxiliar De Laboratorio,1460.9,Não,Mensalista,61.0,632,3
ENGENHO DE DENTRO,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1976-10-13,RJ,FEMININO,Não,,Ag De Administração,11665.75,Não,Mensalista,49.0,40,1
PRAÇA SECA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-11-18,RJ,FEMININO,Não,,Agente De Educação Infantil,4659.56,Não,Mensalista,50.0,237,0
SEPETIBA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1977-02-14,RJ,FEMININO,Não,,Professor Ii,8255.6,Não,Mensalista,48.0,1048,1
SEPETIBA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1977-02-14,RJ,FEMININO,Não,,Prof. De Educação Infantil,9949.27,Não,Mensalista,48.0,952,1
BENTO RIBEIRO,F,RIO DE JANEIRO,Brasileira,Solteiro,1980-08-02,RJ,FEMININO,Não,,Professor Adj De Ed Infantil,11409.77,Não,Mensalista,45.0,990,1
LARGO DO BARRADAS,F,NITEROI,BRASILEIRA,Casada,1979-08-02,RJ,FEMININO,Não,,Ag De Doc Medica/Chefe Ii,3720.32,Não,Mensalista,46.0,50,0
CAMPO LINDO,F,SEROPEDICA,Brasileira,Desquitada,1975-12-10,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,3803.46,Não,Mensalista,50.0,474,0
JARDIM CARIOCA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-08-07,RJ,FEMININO,Não,,Professor Ii,7148.67,Não,Mensalista,50.0,1048,1
JARDIM CARIOCA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-08-07,RJ,FEMININO,Não,,Professor Ii,7246.53,Não,Mensalista,50.0,1048,1
PACIENCIA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1976-10-19,RJ,FEMININO,Não,,Aux De Enfermagem 2º Grau,2716.95,Não,Mensalista,49.0,474,0
RECREIO DOS BANDEIRANTES,F,RIO DE JANEIRO,BRASILEIRA,Viúvo,1971-03-31,RJ,FEMININO,Não,Risco PLD/FT Baixo,Chefe De Equipe Tecnica,1566.0,Não,Mensalista,54.0,666,0
LUZ,F,NOVA IGUAÇU,BRASILEIRA,Solteiro,1982-04-28,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor Docente I - 18 Horas,8280.37,Não,Mensalista,43.0,1014,1
CENTRO,F,RIO DE JANEIRO,Brasileira,Casado,1976-11-22,RJ,MASCULINO,Não,,Auxiliar De Enfermagem,4939.22,Não,Mensalista,49.0,608,0
NEVES,F,SÃO GONÇALO,BRASILEIRA,Solteiro,1966-06-12,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Inspetor De Policia Penal,10080.19,Não,Mensalista,59.0,794,1
COSTA BARROS,F,RIO DE JANEIRO,Brasileira,Solteiro,1974-09-05,RJ,MASCULINO,Não,,Aux. De Enfermagem,1357.53,Não,Mensalista,51.0,525,0
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,Divorciado,1990-07-26,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Guarda Municipal,4647.45,Não,Mensalista,35.0,776,0
INHAUMA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1974-09-13,RJ,MASCULINO,Não,,Auxiliar De Enfermagem 2º Grau,5300.92,Não,Mensalista,51.0,620,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Divorciado,1976-05-22,RJ,MASCULINO,Não,,Aux De Enfermagem,3603.97,Não,Mensalista,49.0,459,0
CAMPO GRANDE,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1980-01-12,RJ,MASCULINO,Não,,Professor Ii,8152.45,Não,Mensalista,45.0,1048,1
MANGUEIRA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1983-05-02,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Garia,2670.97,Não,Mensalista,42.0,770,0
CENTRO,F,NATIVIDADE,BRASILEIRA,Solteiro,1978-03-19,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Oficial De Cartório Policial,17528.49,Não,Mensalista,47.0,842,1
TIJUCA,F,RIO DE JANEIRO,Brasileira,Solteiro,1976-07-22,RJ,MASCULINO,Não,,Ag Adm,2613.44,Não,Mensalista,49.0,18,0
CRUZEIRO DO SUL,F,NOVA IGUACU,BRASILEIRA,Solteiro,1992-12-07,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Inspetor De Alunos 2 G,2591.51,Não,Mensalista,33.0,790,0
PRAÇA SECA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1969-04-16,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Agente Defesa Civil,5037.63,Não,,56.0,266,3
SENADOR CAMARA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1971-10-31,RJ,MASCULINO,Não,,Guarda Municipal,4650.85,Não,Mensalista,54.0,776,0
PARQUE SÃO BERNARDO,F,CURITIBA,Brasileira,Solteiro,1968-01-13,PR,MASCULINO,Não,,Aux De Enfermagem,1896.62,Não,Mensalista,57.0,459,0
ROCHA MIRANDA,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1966-10-19,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Assistente Ii,5000.0,Não,Mensalista,59.0,427,3
CACHAMBI,F,RIO DE JANEIRO,BRASILEIRA,Casada,1976-05-09,RJ,FEMININO,Não,,Professor Ii,15974.24,Não,Mensalista,49.0,1048,1
CACHAMBI,F,RIO DE JANEIRO,BRASILEIRA,Casada,1976-05-09,RJ,FEMININO,Não,,Professor Ii,15974.24,Não,Mensalista,49.0,1048,1
COCOTA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1979-11-16,RJ,FEMININO,Não,,Professora Ii,11064.82,Não,Mensalista,46.0,1074,1
COCOTA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1979-11-16,RJ,FEMININO,Não,,Professor Ii,11064.82,Não,Mensalista,46.0,1048,1
INHOAIBA,F,RIO DE JANEIRO,Brasileira,Solteiro,1975-07-04,RJ,FEMININO,Não,,Ag. De Administração,2824.66,Não,Mensalista,50.0,109,0
GARDENIA AZUL,F,RIO DE JANEIRO,Brasileira,Solteiro,1980-05-03,RJ,FEMININO,Não,,Prof Ii,2887.18,Não,Mensalista,45.0,930,0
TIJUCA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1954-09-04,RJ,FEMININO,Não,,Enfermeira,2579.8,Não,Mensalista,71.0,720,2
PONTO CHIQ,F,NOVA IGUACU,BRASILEIRA,Divorciada,1963-08-03,RJ,FEMININO,Não,,Agente Educador Ii,3316.76,Não,Mensalista,62.0,268,3
HONORIO GURGEL,F,RIO DE JANEIRO,Brasileira,Solteira,1962-09-07,RJ,FEMININO,Não,,Agente De Administração,7801.77,Não,Mensalista,63.0,216,3
ENGENHO NOVO,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1955-05-13,RJ,FEMININO,Não,,Professor Ii,11842.06,Não,Mensalista,70.0,1048,1
ENGENHO NOVO,F,RIO DE JANEIRO,Brasileira,Solteira,1955-05-13,RJ,FEMININO,Não,,Prof Ii,11842.06,Não,Mensalista,70.0,930,1
TODOS OS SANTOS,F,RIO DE JANEIRO,BRASILEIRA,Casada,1965-08-05,RJ,FEMININO,Não,,Merendeira,1643.36,Não,Mensalista,60.0,812,2
MANGUINHOS,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1958-12-12,RJ,FEMININO,Não,,Zelador,1100.44,Não,Mensalista,67.0,1238,2
PILARES,F,RIO DE JANEIRO,BRASILEIRA,Casada,1983-01-05,RJ,FEMININO,Não,,Professor Ii,10389.44,Não,Mensalista,42.0,1048,1
REALENGO,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1958-06-09,RJ,FEMININO,Não,,Copeiro,965.07,Não,Mensalista,67.0,678,2
BANGU,F,RIO DE JANEIRO,Brasileira,Casada,1973-11-22,RJ,FEMININO,Não,,Merendeira,1286.38,Não,Mensalista,52.0,812,0
RAMOS,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1958-05-12,RJ,FEMININO,Não,,Ag De Administração,3571.53,Não,Mensalista,67.0,40,3
INHAUMA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1965-05-13,RJ,FEMININO,Não,,Recepcionista,4120.94,Não,Mensalista,60.0,1094,2
REALENGO,F,RIO DE JANEIRO,Brasileira,Solteiro,1957-03-02,RJ,FEMININO,Não,,Ag De Administração,4243.26,Não,Mensalista,68.0,40,3
VILA VALQUEIRE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1954-06-02,RJ,FEMININO,Não,,Aposentada,937.0,Não,Mensalista,71.0,294,3
VIGARIO GERAL,F,RIO DE JANEIRO,Brasileira,Solteiro,1958-01-11,RJ,FEMININO,Não,,Ag. De Adm.,4135.94,Não,Mensalista,67.0,106,3
QUITANDINHA,F,PETROPOLIS,Brasileira,Solteiro,1964-02-02,RJ,FEMININO,Não,,Prof. Docente Ii,4508.8,Não,Mensalista,61.0,954,2
ABOLIÇÃO,F,RIO DE JANEIRO,Brasileira,Solteira,1958-05-13,RJ,FEMININO,Não,,Auxiliar De Enfermagem,2172.34,Não,Mensalista,67.0,608,3
BANGU,F,RIO DE JANEIRO,Brasileira,Solteira,1957-07-10,RJ,FEMININO,Não,,Professor Ii,9987.4,Não,Mensalista,68.0,1048,1
TAQUARA,F,RIO DE JANEIRO,Brasileira,Divorciada,1959-06-01,RJ,FEMININO,Não,,Servente,1797.35,Não,Mensalista,66.0,1116,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Casado,1967-02-04,RJ,FEMININO,Não,,Aux. De Enfermagem,2554.46,Não,Mensalista,58.0,525,0
NOVA AMERICA,F,NOVA IGUAÇU,Brasileira,Casada,1964-12-03,RJ,FEMININO,Não,,Datilografo,1756.91,Não,Mensalista,61.0,690,2
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1953-06-08,RJ,FEMININO,Não,,Merendeira,1207.05,Não,Mensalista,72.0,812,2
VILAR DOS TELLES,F,SAO JOAO DE MERITI,Brasileira,Casada,1954-01-05,RJ,FEMININO,Não,,Merendeira/ Diretor Iv,9965.45,Não,Mensalista,71.0,818,1
VILA VALQUEIRE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1950-05-12,RJ,FEMININO,Não,,Professor,2814.1,Não,Mensalista,75.0,984,2
OLARIA,F,RIO DE JANEIRO,BRASILEIRA,Casado,1963-06-25,RJ,FEMININO,Não,,Professor,4377.49,Não,Mensalista,62.0,984,2
BOTAFOGO,F,RIO DE JANEIRO,Brasileira,Solteira,1958-07-30,RJ,FEMININO,Não,,Ag. De Administração / Gerente,9895.07,Não,Mensalista,67.0,110,3
MARECHAL HERMES,F,RIO DE JANEIRO,Brasileira,Solteiro,1955-04-11,RJ,FEMININO,Não,,Agente De Administraçao,2248.7,Não,Mensalista,70.0,215,3
PITANGUEIRAS,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1980-09-16,RJ,FEMININO,Não,,Agente De Educação Infantil,3236.52,Não,Mensalista,45.0,237,0
SENADOR CAMARA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1962-09-01,RJ,FEMININO,Não,,Merendeira,1759.41,Não,Mensalista,63.0,812,2
FREGUESIA,F,RIO DE JANEIRO,Brasileira,Solteira,1958-05-10,RJ,FEMININO,Não,,Ag. De Escritorio,11370.82,Não,Mensalista,67.0,130,1
SANTA CRUZ,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1955-09-25,RJ,FEMININO,Não,,Merendeira,1606.66,Não,Mensalista,70.0,812,2
IRAJA,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1987-07-10,RJ,MASCULINO,Não,,Aux. De Controle De Endemias,1579.49,Não,Mensalista,38.0,518,0
NOVA CIDADE,F,NILOPOLIS,BRASILEIRO,Solteiro,1980-12-07,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Tecnico Em Ti,4533.33,Não,Mensalista,45.0,1186,0
ICARAI,F,NITERÓI,BRASILEIRA,Solteiro,1994-01-21,RJ,MASCULINO,Não,,Investigador Policial,8120.73,Não,Mensalista,31.0,796,0
RICARDO DE ALBUQUERQUE,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1978-02-04,RJ,FEMININO,Não,,Agente De Educação Ii,2112.98,Não,Mensalista,47.0,236,0
IRAJA,F,RIO DE JANEIRO,Brasileira,Casada,1983-06-23,RJ,FEMININO,Não,,Professor Ens. Fundamental,8619.56,Não,Mensalista,42.0,1023,1
ROCHA MIRANDA,F,RIO DE JANEIRO,BRASILEIRA,Casada,1972-12-11,RJ,FEMININO,Não,,Ag De Administração,9419.75,Não,Mensalista,53.0,40,3
SEPETIBA,F,RIO DE JANEIRO,Brasileira,Casado,1978-03-05,RJ,FEMININO,Não,,Professor,3859.74,Não,Mensalista,47.0,984,0
SANTISSIMO,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1981-03-30,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor De Ensino Fundamenta,7377.46,Não,,44.0,1001,1
LEOPOLDINA,F,BARRA DO PIRAÍ,Brasileira,Casado,1979-05-01,RJ,FEMININO,Não,,Prof Ii,4042.56,Não,Mensalista,46.0,930,0
CHACARA RIO PETROPOLIS,F,DUQUE DE CAXIAS,BRASILEIRA,Solteira,1986-10-04,RJ,FEMININO,Não,,Professor Ii,6432.57,Não,Mensalista,39.0,1048,0
CHACARA RIO PETROPOLIS,F,DUQUE DE CAXIAS,BRASILEIRA,Solteira,1986-10-04,RJ,FEMININO,Não,,Prof. Educação Infantil,6432.57,Não,Mensalista,39.0,956,0
QUINTINO BOCAIUVA,F,RIO DE JANEIRO,Brasileira,Solteira,1972-09-10,RJ,FEMININO,Não,,Agente De Administração,5790.52,Não,Mensalista,53.0,216,0
JARDIM CAIÇARA,F,CABO FRIO,BRASILEIRA,SOLTEIRO,1975-12-07,RJ,FEMININO,Não,,Professora,4218.4,Não,Mensalista,50.0,1070,0
EDSON PASSOS,F,MESQUITA,Brasileira,Casada,1973-12-28,RJ,FEMININO,Não,,Aux. De Educação Infantil,3768.52,Não,Mensalista,52.0,520,0
COELHO NETO,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1979-04-09,RJ,FEMININO,Não,,Professor,1353.63,Não,Mensalista,46.0,984,0
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1955-12-11,RJ,MASCULINO,Não,,Trabalhador/ Superv Atividades,4714.84,Não,Mensalista,70.0,1212,2
PAVUNA,F,RIO DE JANEIRO,BRASILEIRA,União Estável,1952-07-22,RJ,MASCULINO,Não,,Agente De Administração,3523.72,Não,Mensalista,73.0,216,3
VILA ISABEL,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1973-03-29,RJ,MASCULINO,Não,,Professor I - História,7371.77,Não,Mensalista,52.0,1037,1
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1952-11-29,RJ,MASCULINO,Não,,Trabalhador,6881.79,Não,Mensalista,73.0,1202,2
VILA LEOPOLDINA,F,DUQUE DE CAXIAS,Brasileira,Divorciado,1955-05-22,RJ,MASCULINO,Não,,Trabalhador,4111.94,Não,Mensalista,70.0,1202,2
RIO DAS PEDRAS,F,RIO DE JANEIRO,Brasileiro,Divorciado,1960-12-05,RJ,MASCULINO,Não,,Servente,1092.2,Não,Mensalista,65.0,1116,2
BANGU,F,RIO DE JANEIRO,BRASILEIRA,Casado,1958-02-27,RJ,MASCULINO,Não,,Merendeira,2000.46,Não,Mensalista,67.0,812,2
GUADALUPE,F,RIO DE JANEIRO,Brasileira,Viúvo,1939-12-18,RJ,MASCULINO,Não,,Agente De Vigilancia,2934.84,Não,Mensalista,86.0,259,3
MANGUEIRA,F,RIO DE JANEIRO,Brasileira,Solteiro,1964-05-23,RJ,MASCULINO,Não,,Trabalhador,2662.59,Não,Mensalista,61.0,1202,2
ENGENHO DA RAINHA,F,RIO DE JANEIRO,Brasileira,Casado,1958-09-08,RJ,MASCULINO,Não,,Trabalhador,4296.57,Não,Mensalista,67.0,1202,2
CAMPO GRANDE,F,RIO DE JANEIRO,Brasileira,Solteiro,1959-04-18,RJ,MASCULINO,Não,,Art De Alvenaria E Pintura,3414.62,Não,Mensalista,66.0,304,3
AUSTIN,F,QUEIMADOS,Brasileira,Casado,1956-06-01,RJ,MASCULINO,Não,,Eletricista De Rede,3821.98,Não,Mensalista,69.0,713,2
CENTRO,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1990-04-02,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Soldado Pm,6642.35,Não,Mensalista,35.0,1130,0
IRAJA,F,RIO DE JANEIRO,Brasileira,Casado,1959-02-02,RJ,MASCULINO,Não,,Trabalhador,5247.7,Não,Mensalista,66.0,1202,2
OLARIA,F,RIO DE JANEIRO,Brasileira,Casado,1948-04-27,RJ,MASCULINO,Não,,Servente ( Sms),2614.35,Não,Mensalista,77.0,1117,2
SENADOR CAMARA,F,RIO DE JANEIRO,Brasileira,Casado,1959-05-13,RJ,MASCULINO,Não,,Trabalhador,2968.3,Não,Mensalista,66.0,1202,2
INCONFIDÊNCIA,F,NOVA IGUACU,BRASILEIRA,Casado,1983-04-11,RJ,MASCULINO,Não,Risco PLD/FT Baixo,Professor De Ensino Fundamenta,9312.38,Não,Mensalista,42.0,1001,1
MARIA DA GRAÇA,F,RIO DE JANEIRO,Brasileira,Solteiro,1957-07-25,RJ,MASCULINO,Não,,Agente De Vigilancia,984.8,Não,Mensalista,68.0,259,3
ENGENHO DE DENTRO,F,RIO DE JANEIRO,Brasileira,Casado,1972-02-26,RJ,FEMININO,Não,,Prof,4964.86,Não,Mensalista,53.0,874,0
VILA ISABEL,F,RIO DE JANEIRO,BRASILEIRA,Solteiro,1986-05-22,RJ,FEMININO,Não,Risco PLD/FT Baixo,Professor De Educação Infantil,6935.85,Não,Mensalista,39.0,998,0
ANIL,F,RIO DE JANEIRO,Brasileira,Casada,1974-11-01,RJ,FEMININO,Não,,Enfermeiro,6420.95,Não,Mensalista,51.0,724,0
BRAZ DE PINA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1975-01-24,RJ,FEMININO,Não,,Agente De Administração / Assi,3551.25,Não,Mensalista,50.0,217,0
PRAÇA SECA,F,RIO DE JANEIRO,Brasileira,Divorciada,1975-03-20,RJ,FEMININO,Não,,Professor Ii,4699.87,Não,Mensalista,50.0,1048,0
PRAÇA SECA,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1975-03-20,RJ,FEMININO,Não,,Professor Ii,4699.87,Não,Mensalista,50.0,1048,0
OSWALDO CRUZ,F,RIO DE JANEIRO,Brasileira,Casado,1968-08-28,RJ,FEMININO,Não,,Auxiliar De Enfermagem 2° Grau,2304.3,Não,Mensalista,57.0,619,0
CENTRO,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1972-05-10,RJ,FEMININO,Não,,Agente Educador Ii,1882.13,Não,Mensalista,53.0,268,0
PRAÇA SECA,F,RIO DE JANEIRO,BRASILEIRA,Solteira,1972-05-15,RJ,FEMININO,Não,,Merendeira,2422.25,Não,Mensalista,53.0,812,0
MEIER,F,RIO DE JANEIRO,BRASILEIRA,Divorciada,1972-11-29,RJ,FEMININO,Não,,Prof.Ii,6290.35,Não,Mensalista,53.0,977,1
PENHA CIRCULAR,F,RIO DE JANEIRO,BRASILEIRA,SOLTEIRO,1973-07-29,RJ,FEMININO,Não,,Aux. De Creche,1056.34,Não,Mensalista,52.0,519,0
VILA CALIFORNIA,F,ITAGUAI,BRASILEIRA,Solteira,1978-04-04,RJ,FEMININO,Não,,Professor I - Educação Fisica,9956.88,Não,Mensalista,47.0,1032,1
